id_anuncio,_falhou,descricao_livre,descricao_livre_len,blindado,has_ar_meta,has_sensor_meta,has_multimidia_meta,has_teto_solar_meta,has_camera_re_meta,atributos_extra_n
56767627,False,,0,False,True,True,False,False,False,7
57489385,False,,0,False,False,False,False,False,False,0
56767769,False,"Se você está buscando um novo carro, não se arrisque e compre na Localiza Seminovos: carros com 360 itens verificados, garantia e procedência. Aqui você encontra a maior variedade de modelos do mercado, condições únicas de financiamento, entrada facilitada em até 10 vezes sem juros, carros revisados e com garantia de quilometragem real. Viabilizamos a troca do seu carro usado e entregamos seu novo carro na segurança de sua casa! Agende já seu atendimento.",459,False,True,True,False,False,False,7
57489367,False,,0,False,False,False,False,False,False,0
56897046,False,"VALOR ANUNCIADO VÁLIDO PARA COMPRA SEM TROCA. Todos os nossos carros são PERICIADOS, REVISADOS E COM GARANTIA DE 1 ANO. Trabalhamos com TODAS AS FINANCEIRAS BANCÁRIAS. Fazemos TROCA COM TROCO, PARCELAMOS A ENTRADA NO CARTÃO DE CRÉDITO e FACILITAMOS SUA APROVAÇÃO NO FINANCIAMENTO. Nossos veículos possuem HISTÓRICO DE REVISÕES COMPLETO e VISTORIA CAUTELAR APROVADA. PIONEIROS NA REGIÃO DO VALE, com + DE 27 ANOS DE TRADIÇÃO E CONFIANÇA NO MERCADO AUTOMOTIVO. consulte condições, sujeito a erros. Informações complementares: IPVA Pago, Licenciado",545,False,True,False,True,False,False,8
56882960,False,"VALOR ANUNCIADO VÁLIDO PARA COMPRA SEM TROCA. Todos os nossos carros são PERICIADOS, REVISADOS E COM GARANTIA DE 1 ANO. Trabalhamos com TODAS AS FINANCEIRAS BANCÁRIAS. Fazemos TROCA COM TROCO, PARCELAMOS A ENTRADA NO CARTÃO DE CRÉDITO e FACILITAMOS SUA APROVAÇÃO NO FINANCIAMENTO. Nossos veículos possuem HISTÓRICO DE REVISÕES COMPLETO e VISTORIA CAUTELAR APROVADA. PIONEIROS NA REGIÃO DO VALE, com + DE 27 ANOS DE TRADIÇÃO E CONFIANÇA NO MERCADO AUTOMOTIVO. consulte condições, sujeito a erros. Informações complementares: IPVA Pago, Licenciado",545,False,True,False,False,False,False,6
56896986,False,"VALOR ANUNCIADO VÁLIDO PARA COMPRA SEM TROCA. Todos os nossos carros são PERICIADOS, REVISADOS E COM GARANTIA DE 1 ANO. Trabalhamos com TODAS AS FINANCEIRAS BANCÁRIAS. Fazemos TROCA COM TROCO, PARCELAMOS A ENTRADA NO CARTÃO DE CRÉDITO e FACILITAMOS SUA APROVAÇÃO NO FINANCIAMENTO. Nossos veículos possuem HISTÓRICO DE REVISÕES COMPLETO e VISTORIA CAUTELAR APROVADA. PIONEIROS NA REGIÃO DO VALE, com + DE 27 ANOS DE TRADIÇÃO E CONFIANÇA NO MERCADO AUTOMOTIVO. consulte condições, sujeito a erros. Informações complementares: IPVA Pago, Licenciado",545,False,True,True,True,False,False,12
57173810,False,"Chevrolet Onix LT 1.0 2019, 2º Dono, 72.400 km, com Manual e Chave Reserva Um dos carros mais vendidos do Brasil, o Onix LT 2019 é a escolha certa para quem busca economia, confiabilidade e excelente custo-benefício. Com 72.400 km, está em ótimo estado e pronto para oferecer conforto e praticidade no dia a dia. Equipado com motor 1.0 flex de 4 cilindros, o modelo entrega bom desempenho com baixo consumo de combustível, sendo ideal tanto para uso urbano quanto para estrada. Diferencial importante: Este modelo conta com correia dentada externa, ou seja, não é banhada a óleo, o que torna a manutenção mais simples, previsível e com custo reduzido em comparação aos motores mais novos com correia imersa. Principais opcionais e itens de série: Direção elétrica progressiva Ar-condicionado Vidros elétricos dianteiros e traseiros Travas elétricas com controle remoto Sistema MyLink com tela touchscreen Android Auto e Apple CarPlay Conexão Bluetooth, USB e entrada auxiliar Volante multifuncional com ajuste de altura Computador de bordo Banco do motorista com ajuste de altura Airbags frontais Freios ABS com EBD Controle de estabilidade e tração Assistente de partida em rampa Sensor de estacionamento traseiro Câmera de ré Rodas aro 15 com calotas Faróis com regulagem de altura Luz de condução diurna Limpador e desembaçador traseiro Chave canivete com controle remoto Destaques: 72.400 km rodados Excelente consumo de combustível Manutenção simples e acessível Correia dentada externa (não banhada a óleo) Alto valor de revenda Conforto e tecnologia na medida certa Um carro completo, econômico e com mecânica confiável, perfeito para quem quer tranquilidade no dia a dia. Agende sua visita e venha conferir pessoalmente. Entre em contato agora mesmo e garanta esse Chevrolet Onix LT 2019 antes que seja vendido.",1819,False,True,True,True,False,True,10
57517758,False,,0,False,True,False,True,False,False,3
57483116,False,,0,False,False,False,False,False,False,0
57267241,False,"Se você está sonhando em trocar de carro, agora você está na direção certa! O seminovo mais novo do Brasil está na Localiza Seminovos, onde você encontra a maior variedade de modelos do mercado e muitas vantagens, como condições únicas de financiamento, entrada facilitada em até 10 vezes sem juros, carros revisados e com garantia de quilometragem real, viabilizamos a troca do seu carro usado e entregamos seu novo carro na segurança de sua casa! Agende já seu atendimento!",475,False,True,False,False,False,False,4
57485519,False,,0,False,False,False,False,False,False,0
57485597,False,,0,False,False,False,False,False,False,0
56890120,False,"Se você está buscando um novo carro, não se arrisque e compre na Localiza Seminovos: carros com 360 itens verificados, garantia e procedência. Aqui você encontra a maior variedade de modelos do mercado, condições únicas de financiamento, entrada facilitada em até 10 vezes sem juros, carros revisados e com garantia de quilometragem real. Viabilizamos a troca do seu carro usado e entregamos seu novo carro na segurança de sua casa! Agende já seu atendimento.",459,False,True,True,False,False,False,7
56890049,False,"Se você está buscando um novo carro, não se arrisque e compre na Localiza Seminovos: carros com 360 itens verificados, garantia e procedência. Aqui você encontra a maior variedade de modelos do mercado, condições únicas de financiamento, entrada facilitada em até 10 vezes sem juros, carros revisados e com garantia de quilometragem real. Viabilizamos a troca do seu carro usado e entregamos seu novo carro na segurança de sua casa! Agende já seu atendimento.",459,False,True,True,False,False,False,7
56890111,False,"Se você está buscando um novo carro, não se arrisque e compre na Localiza Seminovos: carros com 360 itens verificados, garantia e procedência. Aqui você encontra a maior variedade de modelos do mercado, condições únicas de financiamento, entrada facilitada em até 10 vezes sem juros, carros revisados e com garantia de quilometragem real. Viabilizamos a troca do seu carro usado e entregamos seu novo carro na segurança de sua casa! Agende já seu atendimento.",459,False,True,True,False,False,False,6
56890127,False,"Se você está buscando um novo carro, não se arrisque e compre na Localiza Seminovos: carros com 360 itens verificados, garantia e procedência. Aqui você encontra a maior variedade de modelos do mercado, condições únicas de financiamento, entrada facilitada em até 10 vezes sem juros, carros revisados e com garantia de quilometragem real. Viabilizamos a troca do seu carro usado e entregamos seu novo carro na segurança de sua casa! Agende já seu atendimento.",459,False,True,True,False,False,False,6
57483162,False,,0,False,False,False,False,False,False,0
56890039,False,"Se você está buscando um novo carro, não se arrisque e compre na Localiza Seminovos: carros com 360 itens verificados, garantia e procedência. Aqui você encontra a maior variedade de modelos do mercado, condições únicas de financiamento, entrada facilitada em até 10 vezes sem juros, carros revisados e com garantia de quilometragem real. Viabilizamos a troca do seu carro usado e entregamos seu novo carro na segurança de sua casa! Agende já seu atendimento.",459,False,True,True,False,False,False,6
57485688,False,,0,False,True,True,False,False,False,6
57485400,False,,0,False,True,True,False,False,False,6
56819219,False,"Valor descrito é para compra à vista. Aceitamos seu carro como parte de pagamento.Para troca consultar valor Parcelamos a entrada em até 18x no cartão. Prezamos sempre a qualidade, transparência e procedência, todos os veículos possuem laudo cautelar aprovados. Observação: Reservamos o direito de correção de possíveis erros nas descrições e valores dos veículos Áudio - Sistema de Som / Banco Motorista com Regulagem de Altura / Bluetooth / Câmbio Manual / Controle de Som no Volante / Encosto de Cabeça Traseiro / My LINK / Parachoque na Cor do Veículo / Porta Copos / Porta Malas Elétrico",592,False,True,True,True,False,False,10
56825700,False,"Válido para pagamento à vista ou financiamento. Em caso de troca, fale com o nosso consultor! Sujeito a alteração de valor, sem aviso prévio. Todos os nossos veículos são revisados e periciados com laudo cautelar aprovado, possuindo 90 dias de garantia.",253,False,True,False,True,False,False,5
56861975,False,,0,False,True,False,False,False,False,5
56752589,False,"Sempre Mais! Infraestrutura de ponta, atendimento excepcional e as melhores condições em um único lugar! Aceitamos trocas, parcerias com todos os bancos e parcelamento da entrada no cartão de crédito. Anos de experiência e duas unidades para sua conveniência. Valores especiais para pagamentos à vista. Sujeito a correção de erros de digitação.",344,False,True,True,True,False,False,14
56782974,False,,0,False,True,False,True,False,False,0
56876766,False,,0,False,True,False,False,False,False,2
56883313,False,,0,False,True,False,True,False,False,19
56685735,False,"CHEVROLET ONIX LT 1.0 FLEX MANUAL 2025 REVISADO 1 ANO DE GARANTIA PERICIA CAUTELAR APROVADA 100% PREÇO R$ 79.900,00 Informações complementares: Pcd",147,False,True,False,True,False,False,6
56596622,False,"O MAIS NOVO DO BRASIL, ÚNICO DONO, SEM DETALHES, MULTIMÍDIA E MUITO MAIS! BAIXA KM! Dentro do mais alto padrão de qualidade da nossa loja, aprovado em todos os critérios, verdadeiramente novo e impecável - uma verdadeira joia, sem nenhum detalhe. Estado externo e interno imaculado. Todas as revisões foram realizadas pontualmente e estão rigorosamente em dia. Equipado com diversos opcionais e acessórios, todos originais de fábrica, sem exageros. Dispensa comentários. Acompanha manual e chave reserva originais. Ex-proprietário extremamente detalhista e perfeccionista, assim como nós. Reforçando: não há outro em condição mais nova! Todos os nossos veículos em estoque passam por um rigoroso processo seletivo. Trabalhamos apenas com carros de procedência e meticulosamente periciados por uma empresa especializada! Com mais de trinta anos de credibilidade total no mercado automotivo, podemos lhe garantir que o veículo desejado atende a todos os nossos requisitos de qualidade e que você não irá perder sua viagem até nós! Para qualquer informação adicional ou dúvida sobre negociações e o seu veículo desejado, entre em contato conosco! Será um prazer lhe atender! | Aceito Troca, Air Bag Duplo, Bluetooth, Central Multimídia, Chave Reserva, Garantia de 3 meses, Para-choques na cor do veículo, Sem Gravame, Som original, Único Dono, Completo, EBD, Freio a Disco, Quilometragem Baixa, Tração FWD, Veículo de não Fumante | [2382860]",1438,False,True,True,True,False,False,13
57362772,False,,0,False,True,False,False,False,False,3
57348391,False,,0,False,False,False,False,False,False,0
57344293,False,"Veículos 100% periciados através de laudo cautelar, gerando transparência e segurança para o cliente. Financiamento com ou sem entrada. Aceitamos seminovo como parte de pagamento. Carta de consórcio contemplada. Fazemos troca com troco. Imagens meramente ilustrativas. Nos reservamos de corrigir possíveis erros de digitação sem aviso prévio. Consulte condições. | [2611656]",374,False,True,False,False,False,False,0
56803937,False,"Veículos 100% periciados através de laudo cautelar, gerando transparência e segurança para o cliente. Financiamento com ou sem entrada. Aceitamos seminovo como parte de pagamento. Carta de consórcio contemplada. Fazemos troca com troco. Imagens meramente ilustrativas. Nos reservamos de corrigir possíveis erros de digitação sem aviso prévio. Consulte condições. | [2568774]",374,False,True,False,False,False,False,0
57440753,False,"Veículos 100% periciados através de laudo cautelar, gerando transparência e segurança para o cliente. Financiamento com ou sem entrada. Aceitamos seminovo como parte de pagamento. Carta de consórcio contemplada. Fazemos troca com troco. Imagens meramente ilustrativas. Nos reservamos de corrigir possíveis erros de digitação sem aviso prévio. Consulte condições. | [2615475]",374,False,True,False,False,False,False,0
56667684,False,"Veículos 100% periciados através de laudo cautelar, gerando transparência e segurança para o cliente. Financiamento com ou sem entrada. Aceitamos seminovo como parte de pagamento. Carta de consórcio contemplada. Fazemos troca com troco. Imagens meramente ilustrativas. Nos reservamos de corrigir possíveis erros de digitação sem aviso prévio. Consulte condições. | [2536839]",374,False,True,False,False,False,False,0
56905359,False,"Veículos 100% periciados através de laudo cautelar, gerando transparência e segurança para o cliente. Financiamento com ou sem entrada. Aceitamos seminovo como parte de pagamento. Carta de consórcio contemplada. Fazemos troca com troco. Imagens meramente ilustrativas. Nos reservamos de corrigir possíveis erros de digitação sem aviso prévio. Consulte condições. | [2592940]",374,False,True,False,False,False,False,0
57161464,False,"Veículos 100% periciados através de laudo cautelar, gerando transparência e segurança para o cliente. Financiamento com ou sem entrada. Aceitamos seminovo como parte de pagamento. Carta de consórcio contemplada. Fazemos troca com troco. Imagens meramente ilustrativas. Nos reservamos de corrigir possíveis erros de digitação sem aviso prévio. Consulte condições. | [2604185]",374,False,True,False,False,False,False,0
56827262,False,"Veículos 100% periciados através de laudo cautelar, gerando transparência e segurança para o cliente. Financiamento com ou sem entrada. Aceitamos seminovo como parte de pagamento. Carta de consórcio contemplada. Fazemos troca com troco. Imagens meramente ilustrativas. Nos reservamos de corrigir possíveis erros de digitação sem aviso prévio. Consulte condições. | [2503846]",374,False,True,False,False,False,False,0
56805864,False,"Veículos 100% periciados através de laudo cautelar, gerando transparência e segurança para o cliente. Financiamento com ou sem entrada. Aceitamos seminovo como parte de pagamento. Carta de consórcio contemplada. Fazemos troca com troco. Imagens meramente ilustrativas. Nos reservamos de corrigir possíveis erros de digitação sem aviso prévio. Consulte condições. | [2569220]",374,False,True,False,False,False,False,0
56827233,False,"Veículos 100% periciados através de laudo cautelar, gerando transparência e segurança para o cliente. Financiamento com ou sem entrada. Aceitamos seminovo como parte de pagamento. Carta de consórcio contemplada. Fazemos troca com troco. Imagens meramente ilustrativas. Nos reservamos de corrigir possíveis erros de digitação sem aviso prévio. Consulte condições. | [2526079]",374,False,True,False,False,False,False,0
57114453,False,"Veículos 100% periciados através de laudo cautelar, gerando transparência e segurança para o cliente. Financiamento com ou sem entrada. Aceitamos seminovo como parte de pagamento. Carta de consórcio contemplada. Fazemos troca com troco. Imagens meramente ilustrativas. Nos reservamos de corrigir possíveis erros de digitação sem aviso prévio. Consulte condições. | [2599608]",374,False,True,False,False,False,False,0
57343825,False,"Veículos 100% periciados através de laudo cautelar, gerando transparência e segurança para o cliente. Financiamento com ou sem entrada. Aceitamos seminovo como parte de pagamento. Carta de consórcio contemplada. Fazemos troca com troco. Imagens meramente ilustrativas. Nos reservamos de corrigir possíveis erros de digitação sem aviso prévio. Consulte condições. | [2611622]",374,False,True,False,False,False,False,0
57343304,False,"Veículos 100% periciados através de laudo cautelar, gerando transparência e segurança para o cliente. Financiamento com ou sem entrada. Aceitamos seminovo como parte de pagamento. Carta de consórcio contemplada. Fazemos troca com troco. Imagens meramente ilustrativas. Nos reservamos de corrigir possíveis erros de digitação sem aviso prévio. Consulte condições. | [2611615]",374,False,True,False,False,False,False,0
56531463,False,"Veículos 100% periciados através de laudo cautelar, gerando transparência e segurança para o cliente. Financiamento com ou sem entrada. Aceitamos seminovo como parte de pagamento. Carta de consórcio contemplada. Fazemos troca com troco. Imagens meramente ilustrativas. Nos reservamos de corrigir possíveis erros de digitação sem aviso prévio. Consulte condições. | [2433255]",374,False,True,False,False,False,False,0
56827244,False,"Veículos 100% periciados através de laudo cautelar, gerando transparência e segurança para o cliente. Financiamento com ou sem entrada. Aceitamos seminovo como parte de pagamento. Carta de consórcio contemplada. Fazemos troca com troco. Imagens meramente ilustrativas. Nos reservamos de corrigir possíveis erros de digitação sem aviso prévio. Consulte condições. | [2536817]",374,False,True,False,False,False,False,0
57342754,False,"Veículos 100% periciados através de laudo cautelar, gerando transparência e segurança para o cliente. Financiamento com ou sem entrada. Aceitamos seminovo como parte de pagamento. Carta de consórcio contemplada. Fazemos troca com troco. Imagens meramente ilustrativas. Nos reservamos de corrigir possíveis erros de digitação sem aviso prévio. Consulte condições. | [2611598]",374,False,True,False,False,False,False,0
57392149,False,"Veículos 100% periciados através de laudo cautelar, gerando transparência e segurança para o cliente. Financiamento com ou sem entrada. Aceitamos seminovo como parte de pagamento. Carta de consórcio contemplada. Fazemos troca com troco. Imagens meramente ilustrativas. Nos reservamos de corrigir possíveis erros de digitação sem aviso prévio. Consulte condições. | [2613451]",374,False,True,False,False,False,False,0
57342434,False,"Veículos 100% periciados através de laudo cautelar, gerando transparência e segurança para o cliente. Financiamento com ou sem entrada. Aceitamos seminovo como parte de pagamento. Carta de consórcio contemplada. Fazemos troca com troco. Imagens meramente ilustrativas. Nos reservamos de corrigir possíveis erros de digitação sem aviso prévio. Consulte condições. | [2611578]",374,False,True,False,False,False,False,0
56755985,False,"Veículos 100% periciados através de laudo cautelar, gerando transparência e segurança para o cliente. Financiamento com ou sem entrada. Aceitamos seminovo como parte de pagamento. Carta de consórcio contemplada. Fazemos troca com troco. Imagens meramente ilustrativas. Nos reservamos de corrigir possíveis erros de digitação sem aviso prévio. Consulte condições. | [2557269]",374,False,True,False,False,False,False,0
56907274,False,,0,False,False,False,False,False,False,0
57296009,False,"*SEMINOVOS COM GARANTIA DE 3 MESES: MOTOR E CÂMBIO.Traga seu usado para uma avaliação. Consulte nossos planos de financiamento, com as melhores taxas do mercado. Reservamos o direito de corrigir eventuais erros de digitação.",224,False,True,False,False,False,False,3
56892605,False,,0,False,True,True,True,False,False,15
56566720,False,,0,False,True,False,False,False,False,4
56511471,False,,0,False,True,False,False,False,False,4
56566718,False,,0,False,True,False,False,False,False,4
56566714,False,,0,False,True,False,False,False,False,4
56511467,False,,0,False,True,False,False,False,False,3
56566709,False,,0,False,True,False,False,False,False,4
56566712,False,,0,False,True,False,False,False,False,4
56566771,False,,0,False,True,False,False,False,False,4
56511470,False,,0,False,True,False,False,False,False,4
56566781,False,,0,False,True,False,False,False,False,4
56566772,False,,0,False,True,False,False,False,False,4
56566704,False,,0,False,True,False,False,False,False,4
56566738,False,,0,False,True,False,False,False,False,4
56566711,False,,0,False,True,False,False,False,False,4
56566750,False,"Se você está buscando um novo carro, não se arrisque e compre na Localiza Seminovos: carros com 360 itens verificados, garantia e procedência. Aqui você encontra a maior variedade de modelos do mercado, condições únicas de financiamento, entrada facilitada em até 10 vezes sem juros, carros revisados e com garantia de quilometragem real. Viabilizamos a troca do seu carro usado e entregamos seu novo carro na segurança de sua casa! Agende já seu atendimento.",459,False,False,False,True,False,False,0
56566767,False,,0,False,True,False,False,False,False,4
57491375,False,,0,False,False,False,False,False,False,0
57492067,False,,0,False,False,False,False,False,False,0
57491349,False,,0,False,False,False,False,False,False,0
57491564,False,,0,False,False,False,False,False,False,0
57491495,False,,0,False,False,False,False,False,False,0
56566745,False,,0,False,True,False,False,False,False,4
56511468,False,,0,False,True,False,False,False,False,4
56566700,False,,0,False,True,True,False,False,False,6
56566749,False,,0,False,True,True,False,False,False,6
56566737,False,,0,False,True,True,False,False,False,7
56566753,False,,0,False,True,True,False,False,False,6
56566702,False,,0,False,True,True,False,False,False,8
56786003,False,,0,False,True,True,False,False,False,6
57492162,False,,0,False,False,False,False,False,False,0
56566757,False,,0,False,True,False,False,False,False,4
57512185,False,,0,False,True,False,False,False,False,8
56720394,False,"COMPLETO EM OTIMO ESTADO ,GARANTIA DE ATE 240.000 KM REVISOES EM CONCESSIONARIA.ACEITMAOS CARTAO E CARTA DE CREDITO ,FAZEMOS TROCA E FINANCIAMENTO SEM ENTRADA PASSIVO DE ANALISE DE CREDITO",188,False,True,False,False,False,False,5
57478539,False,,0,False,False,False,False,False,False,0
57478581,False,,0,False,False,False,False,False,False,0
56350991,False,,0,False,True,False,False,False,False,4
57481395,False,,0,False,False,False,False,False,False,0
57478500,False,,0,False,False,False,False,False,False,0
57478467,False,,0,False,False,False,False,False,False,0
57487304,False,,0,False,True,False,False,False,False,3
57487275,False,,0,False,True,False,False,False,False,4
57487286,False,,0,False,False,False,False,False,False,0
57487196,False,,0,False,False,False,False,False,False,0
57487334,False,,0,False,False,False,False,False,False,0
57497110,False,,0,False,False,False,False,False,False,0
57478309,False,,0,False,True,False,False,False,False,3
56367070,False,,0,False,True,True,False,False,False,6
57484065,False,,0,False,False,False,False,False,False,0
57484063,False,,0,False,False,False,False,False,False,0
57478435,False,,0,False,False,False,False,False,False,0
56860508,False,,0,False,True,False,True,False,False,3
57227164,False,,0,False,False,False,False,False,False,0
56631265,False,,0,False,False,False,False,False,False,0
56837253,False,,0,False,True,False,False,False,False,12
56779135,False,,0,False,True,True,True,False,False,20
56829843,False,,0,False,True,False,True,False,False,18
56332563,False,,0,False,False,False,False,False,False,0
56683750,False,,0,False,True,True,True,False,False,19
56887973,False,,0,False,False,False,False,False,False,0
57484705,False,,0,False,False,False,False,False,False,0
57487511,False,,0,False,False,False,False,False,False,0
57487458,False,,0,False,False,False,False,False,False,0
57487680,False,,0,False,False,False,False,False,False,0
57503789,False,,0,False,False,False,False,False,False,0
57485031,False,,0,False,True,True,False,False,False,7
57487506,False,,0,False,False,False,False,False,False,0
57178480,False,"O valor anunciado é referente ao Carro sem Troca Nossos carros são todos PERICIADOS, REVISADOS e possuem GARANTIA* Trabalhamos com todas as financeiras bancárias. Fazemos TROCA COM TROCO.* Parcelamos a ENTRADA no cartão de crédito. e facilitamos sua Entrada no Financiamento.",275,False,True,False,False,False,False,6
57361492,False,"O valor anunciado é referente ao Carro sem Troca Nossos carros são todos PERICIADOS, REVISADOS e possuem GARANTIA* Trabalhamos com todas as financeiras bancárias. Fazemos TROCA COM TROCO.* Parcelamos a ENTRADA no cartão de crédito. e facilitamos sua Entrada no Financiamento. Sujeito a erro de digitação* Consulte condições*",324,False,True,False,False,False,False,3
56620616,False,"A R7 Motors é uma loja de carros multimarcas especializada na compra e venda de carros seminovos em Campinas/SP. Com mais de uma década de experiência no mercado automotivo, com procedência garantida, financiamento facilitado e atendimento personalizado. Aqui, você encontra as melhores ofertas de carros usados em Campinas, com variedade de modelos das principais montadoras como Chevrolet, Volkswagen, Fiat, Honda, Toyota, Hyundai, entre outras. Avaliamos seu usado na hora, aceitamos trocas e oferecemos condições exclusivas para você sair de carro novo hoje mesmo. Seja para trocar de carro, financiar um seminovo ou vender seu veículo, a R7 Motors é a escolha certa. Transparência, confiança e credibilidade fazem parte da nossa essência. Visite uma de nossas unidades ou fale agora mesmo pelo WhatsApp e descubra por que somos referência em venda de carros seminovos em Campinas e região.",894,False,True,False,True,False,False,8
56759440,False,"A R7 Motors é uma loja de carros multimarcas especializada na compra e venda de carros seminovos em Campinas/SP. Com mais de uma década de experiência no mercado automotivo, com procedência garantida, financiamento facilitado e atendimento personalizado. Aqui, você encontra as melhores ofertas de carros usados em Campinas, com variedade de modelos das principais montadoras como Chevrolet, Volkswagen, Fiat, Honda, Toyota, Hyundai, entre outras. Avaliamos seu usado na hora, aceitamos trocas e oferecemos condições exclusivas para você sair de carro novo hoje mesmo. Seja para trocar de carro, financiar um seminovo ou vender seu veículo, a R7 Motors é a escolha certa. Transparência, confiança e credibilidade fazem parte da nossa essência. Visite uma de nossas unidades ou fale agora mesmo pelo WhatsApp e descubra por que somos referência em venda de carros seminovos em Campinas e região.",894,False,False,False,False,False,False,0
56867849,False,,0,False,True,True,True,False,False,16
56893879,False,"PODIUMM VEICULOS CERTEZA DE UM BOM NEGOCIO TODOS VEICULOS PERICIADOS, COM LAUDO CAUTELAR 100% APROVADO NÃO TRABALHAMOS COM VEICULOS DE LEILÃO OU RECUPERADO! VALOR JUSTO, SEM PEGADINHAS, TOTAL TRANSPARENCIA NA NEGOCIAÇÃO! CANSADO DE ACHAR VEICULOS SUPER FATURADOS? VEM PRA PODIUMM VEICULOS! AQUI SEU DINHEIRO TEM VALOR FINANCIAMOS SEM ENTRADA ATÉ 60X ENTRADA FACILITADA NÃO CONSEGUIR VIR ATÉ NOSSA LOJA FISICA ? LEVAMOS O CARRO NO CONFORTO DA SUA RESIDENCIA! SOMOS ESPECIALISTA EM APROVAÇÃO DE CREDITO LIGUE OU NOS CHAME NO WHATSAPP 12 98143-1981",545,False,True,True,True,False,False,20
56721324,False,,0,False,True,False,False,False,False,6
57484783,False,,0,False,False,False,False,False,False,0
57477445,False,,0,False,False,False,False,False,False,0
57490215,False,,0,False,False,False,False,False,False,0
57490187,False,,0,False,False,False,False,False,False,0
