id_anuncio,estado_conservacao,unico_dono,garagem,revisao_concessionaria,batidas_mencionadas,garantia_fabrica,llm_erro
56653017,excelente,False,False,False,False,False,
56827512,nao_mencionado,False,False,False,False,False,
57460548,nao_mencionado,False,False,False,False,False,
56620616,nao_mencionado,False,False,False,False,False,
57438420,nao_mencionado,False,False,False,False,False,
57173810,excelente,False,False,False,False,False,
56829840,bom,False,False,False,False,False,
57296009,nao_mencionado,False,True,False,False,True,
56124905,nao_mencionado,False,False,True,True,True,
56964064,nao_mencionado,False,False,False,False,True,
56755985,nao_mencionado,False,False,False,False,False,
56617751,nao_mencionado,False,False,False,False,False,
57440753,nao_mencionado,False,False,False,False,False,
56304212,nao_mencionado,False,False,True,False,False,
56890127,nao_mencionado,False,False,False,False,False,
56803937,nao_mencionado,False,False,False,False,False,
56857259,nao_mencionado,False,False,False,False,False,
57161464,nao_mencionado,False,False,False,False,False,
57361492,nao_mencionado,False,False,True,False,False,
56827233,nao_mencionado,False,False,False,False,False,
56378920,nao_mencionado,False,False,False,False,False,
56897046,nao_mencionado,False,True,False,False,True,
56767711,nao_mencionado,False,False,False,False,False,
56767768,nao_mencionado,False,False,False,False,False,
56856713,nao_mencionado,False,False,False,False,False,
56660557,excelente,False,False,False,False,False,
56734697,nao_mencionado,False,False,False,False,True,
56892606,nao_mencionado,False,False,False,False,False,
55572587,nao_mencionado,False,False,False,False,False,
57181589,nao_mencionado,False,False,False,False,False,
56551448,nao_mencionado,False,False,False,False,False,
57279391,nao_mencionado,False,False,False,False,False,
56509820,excelente,False,False,False,False,False,
56903234,nao_mencionado,False,False,True,False,False,
56840238,nao_mencionado,False,False,False,False,False,
56504914,nao_mencionado,False,False,False,False,False,
56720748,nao_mencionado,True,False,False,False,False,
56783763,nao_mencionado,True,False,False,False,False,
56894179,nao_mencionado,False,True,False,False,True,
56613093,nao_mencionado,False,False,False,False,False,
56754009,nao_mencionado,True,False,False,False,False,
56767622,nao_mencionado,False,False,False,False,False,
57224664,nao_mencionado,False,False,True,False,False,
56596556,nao_mencionado,False,False,False,False,False,
56659676,nao_mencionado,True,False,False,False,False,
57518654,nao_mencionado,False,False,True,False,True,
56872869,nao_mencionado,False,False,False,False,False,
57341367,nao_mencionado,False,False,False,False,False,
57020669,nao_mencionado,False,False,False,False,False,
56881004,nao_mencionado,False,False,False,False,False,
56900208,excelente,False,True,True,True,False,
57227074,nao_mencionado,False,False,True,False,True,
54758194,nao_mencionado,False,False,True,False,False,
57498070,excelente,False,False,False,False,False,
56859502,bom,False,False,True,False,False,
56788333,excelente,True,False,True,False,False,
55903390,bom,True,False,False,False,False,
56814642,nao_mencionado,False,False,False,False,False,
56917956,nao_mencionado,False,False,False,False,False,
57449653,nao_mencionado,True,False,False,False,False,
55759798,nao_mencionado,False,False,False,False,False,
56767744,nao_mencionado,False,False,False,False,False,
56819424,nao_mencionado,False,False,False,False,False,
57228124,nao_mencionado,True,False,False,True,False,
57518472,nao_mencionado,False,False,True,False,True,
56342216,excelente,True,False,False,False,False,
56674249,nao_mencionado,True,False,True,False,True,
56147122,nao_mencionado,False,False,False,False,False,
56814880,nao_mencionado,False,False,False,False,False,
57363151,nao_mencionado,False,False,False,False,False,
57352523,excelente,False,False,True,False,False,
56977528,nao_mencionado,False,False,False,False,False,
56879352,excelente,False,False,False,True,False,
56540243,nao_mencionado,False,False,False,False,False,
57340602,nao_mencionado,False,False,False,False,False,
57107718,bom,False,False,False,False,False,
56858190,nao_mencionado,False,False,False,False,False,
57461610,nao_mencionado,False,False,True,True,True,
56612011,nao_mencionado,False,True,False,False,True,
56783377,excelente,False,False,True,False,False,
56767679,nao_mencionado,False,False,False,False,False,
56767676,nao_mencionado,False,False,False,False,False,
56767682,nao_mencionado,False,False,False,False,False,
56767774,nao_mencionado,False,False,False,False,False,
56767769,nao_mencionado,False,False,False,False,False,
56882960,nao_mencionado,False,True,True,False,True,
56896986,nao_mencionado,False,True,True,False,True,
57267241,nao_mencionado,False,False,False,False,False,
56890120,nao_mencionado,False,False,False,False,False,
56890049,nao_mencionado,False,False,False,False,False,
56890111,nao_mencionado,False,False,False,False,False,
56890039,nao_mencionado,False,False,False,False,False,
56819219,nao_mencionado,False,False,False,False,False,
56825700,nao_mencionado,False,False,True,False,True,
56752589,nao_mencionado,False,False,False,False,False,
56685735,nao_mencionado,False,True,True,False,True,
56596622,excelente,True,False,True,False,True,
57344293,nao_mencionado,False,False,False,False,False,
56667684,nao_mencionado,False,False,False,False,False,
56905359,nao_mencionado,False,False,False,False,False,
56827262,nao_mencionado,False,False,False,False,False,
56805864,nao_mencionado,False,False,False,False,False,
57114453,nao_mencionado,False,False,False,False,False,
57343825,nao_mencionado,False,False,False,False,False,
57343304,nao_mencionado,False,False,False,False,False,
56531463,nao_mencionado,False,False,False,False,False,
56827244,nao_mencionado,False,False,False,False,False,
57342754,nao_mencionado,False,False,False,False,False,
57392149,nao_mencionado,False,False,False,False,False,
57342434,nao_mencionado,False,False,False,False,False,
56566750,nao_mencionado,False,False,False,False,False,
56720394,excelente,False,True,True,False,True,
57178480,nao_mencionado,False,True,True,False,True,
56759440,nao_mencionado,False,False,False,False,False,
56893879,nao_mencionado,False,False,False,False,False,
56345926,nao_mencionado,False,False,False,False,False,
57392363,nao_mencionado,True,False,False,False,True,
56811385,nao_mencionado,False,False,False,False,False,
56202583,nao_mencionado,False,False,False,False,False,
56809497,nao_mencionado,False,False,False,False,False,
56386683,nao_mencionado,False,False,False,False,False,
56985122,nao_mencionado,False,False,True,False,False,
56833910,nao_mencionado,False,False,False,False,False,
56680040,nao_mencionado,False,False,False,False,False,
56450886,nao_mencionado,False,True,False,False,True,
57217584,nao_mencionado,True,False,True,False,False,
57353970,nao_mencionado,False,False,False,False,False,
56439483,nao_mencionado,False,False,False,False,True,
56701384,nao_mencionado,False,False,False,False,False,
56882873,nao_mencionado,True,False,False,False,True,
56480208,nao_mencionado,False,False,False,False,False,
56816072,nao_mencionado,False,False,True,False,False,
55168710,excelente,False,False,True,False,False,
56384003,excelente,False,False,True,False,False,
56831846,nao_mencionado,False,False,False,False,True,
57457861,excelente,False,False,False,False,False,
54605112,nao_mencionado,False,False,True,False,False,
53741998,nao_mencionado,False,False,True,False,False,
56054771,nao_mencionado,False,False,True,False,False,
53739673,nao_mencionado,False,False,True,False,False,
55189750,nao_mencionado,False,False,True,False,True,
57107026,nao_mencionado,False,False,True,False,True,
56621330,nao_mencionado,False,False,True,False,True,
56374454,nao_mencionado,False,False,False,False,True,
56608705,nao_mencionado,False,False,False,False,True,
56704317,excelente,True,False,True,False,False,
56618798,nao_mencionado,False,False,False,False,False,
56663001,excelente,True,False,True,False,True,
56350747,nao_mencionado,True,False,True,False,True,
56350745,nao_mencionado,True,False,True,False,True,
56428515,nao_mencionado,False,False,False,False,False,
56870750,nao_mencionado,False,False,True,False,True,
56963314,excelente,False,False,False,False,False,
56651663,excelente,False,True,True,False,True,
56875066,nao_mencionado,False,False,True,False,False,
55990852,nao_mencionado,False,False,False,False,False,
56719645,nao_mencionado,False,False,False,False,False,
56893432,nao_mencionado,False,False,False,False,True,
56808969,nao_mencionado,False,False,False,False,False,
56809478,nao_mencionado,False,False,False,False,False,
56698366,nao_mencionado,False,False,False,False,False,
56788567,excelente,False,False,True,False,True,
56642113,nao_mencionado,False,False,False,False,False,
56657048,nao_mencionado,False,False,False,False,False,
57362211,nao_mencionado,False,False,False,False,False,
56818141,nao_mencionado,False,False,False,False,False,
56277742,nao_mencionado,False,False,False,False,False,
57522906,nao_mencionado,False,False,False,False,False,
56767579,nao_mencionado,False,False,False,False,False,
56767693,nao_mencionado,False,False,False,False,False,
56767598,nao_mencionado,False,False,False,False,False,
56767667,nao_mencionado,False,False,False,False,False,
56767709,nao_mencionado,False,False,False,False,False,
56767757,nao_mencionado,False,False,False,False,False,
56767704,nao_mencionado,False,False,False,False,False,
57245737,excelente,False,False,False,False,False,
56386514,bom,True,False,True,False,False,
56904062,nao_mencionado,False,False,True,False,True,
56896284,nao_mencionado,False,False,True,False,True,
56503516,nao_mencionado,False,False,True,False,True,
56736509,nao_mencionado,False,False,False,False,False,
56889967,nao_mencionado,False,False,False,False,False,
57267469,nao_mencionado,False,False,False,False,False,
57267450,nao_mencionado,False,False,False,False,False,
56890146,nao_mencionado,False,False,False,False,False,
56818064,nao_mencionado,False,False,True,False,False,
56914018,nao_mencionado,False,False,False,False,False,
57019742,excelente,True,False,False,False,False,
57215692,nao_mencionado,False,False,False,False,False,
57440624,nao_mencionado,False,False,False,False,False,
56768997,nao_mencionado,False,False,False,False,False,
56921297,nao_mencionado,False,False,False,False,False,
56749751,nao_mencionado,False,False,False,False,False,
56897618,nao_mencionado,False,False,False,False,False,
56897627,nao_mencionado,False,False,False,False,False,
57041421,nao_mencionado,True,False,False,False,False,
57099173,nao_mencionado,True,False,False,False,False,
57041503,nao_mencionado,True,False,False,False,False,
56818017,excelente,True,False,True,False,False,
57164132,nao_mencionado,False,False,False,False,False,
57359672,nao_mencionado,False,False,False,False,False,
56752485,excelente,False,False,False,False,False,
57185377,nao_mencionado,False,False,False,False,False,
57186275,nao_mencionado,False,False,False,False,False,
56403969,nao_mencionado,False,False,False,False,True,
57469136,nao_mencionado,False,False,False,False,True,
56878344,nao_mencionado,False,False,True,False,False,
57280710,nao_mencionado,False,False,True,False,False,
56450516,nao_mencionado,False,False,False,False,False,
56827164,nao_mencionado,False,False,False,False,False,
56900205,nao_mencionado,False,False,False,False,False,
57356759,nao_mencionado,False,False,False,False,True,
57357658,nao_mencionado,False,False,False,False,False,
57396331,nao_mencionado,False,False,False,False,False,
56641914,nao_mencionado,False,False,False,False,True,
56872811,nao_mencionado,False,False,False,False,True,
56907516,excelente,False,False,False,False,False,
56830019,nao_mencionado,False,False,False,False,False,
57452679,nao_mencionado,False,False,False,False,True,
57495537,excelente,False,False,False,False,False,
56650226,nao_mencionado,False,False,False,False,False,
56904694,nao_mencionado,False,False,False,False,False,
57393398,nao_mencionado,False,False,False,False,False,
56726624,nao_mencionado,False,False,False,False,False,
56726628,nao_mencionado,False,False,False,False,False,
56366046,nao_mencionado,False,False,False,False,False,
57020112,nao_mencionado,False,False,False,False,False,
56530414,nao_mencionado,False,False,False,False,True,
56756872,nao_mencionado,False,False,False,False,False,
57236773,nao_mencionado,False,False,False,False,False,
56757079,nao_mencionado,False,False,False,False,False,
56554830,nao_mencionado,False,False,False,False,False,
56801353,nao_mencionado,False,False,False,False,False,
56897617,nao_mencionado,False,False,False,False,False,
56917881,nao_mencionado,False,False,False,False,False,
57246144,nao_mencionado,False,False,False,False,False,
56834659,nao_mencionado,False,False,False,False,True,
57195416,nao_mencionado,False,False,True,False,True,
56431013,nao_mencionado,False,False,True,False,True,
56747440,nao_mencionado,False,False,True,False,True,
56051630,excelente,False,False,True,False,False,
56853316,nao_mencionado,False,False,False,False,False,
57095873,nao_mencionado,False,False,True,False,True,
57455446,nao_mencionado,False,False,False,False,False,
56688057,nao_mencionado,False,False,False,False,False,
57455508,nao_mencionado,False,False,False,False,False,
57497033,nao_mencionado,False,False,False,False,False,
56862524,nao_mencionado,False,False,False,False,False,
56846514,nao_mencionado,False,False,False,False,False,
57162772,nao_mencionado,False,False,False,False,False,
57242728,nao_mencionado,True,False,True,False,False,
56849129,nao_mencionado,False,False,False,False,False,
56836632,nao_mencionado,False,False,False,False,True,
57170505,nao_mencionado,False,True,True,False,True,
56767742,nao_mencionado,False,False,False,False,False,
56767554,nao_mencionado,False,False,False,False,False,
56767771,nao_mencionado,False,False,False,False,False,
56765897,nao_mencionado,False,True,True,False,True,
56464754,nao_mencionado,False,False,False,False,False,
57267547,nao_mencionado,False,False,False,False,False,
56889977,nao_mencionado,False,False,False,False,False,
56890021,nao_mencionado,False,False,False,False,False,
57173523,nao_mencionado,False,False,False,False,False,
56305786,nao_mencionado,False,False,False,False,False,
57181501,nao_mencionado,False,False,False,False,False,
56913140,nao_mencionado,True,False,False,False,False,
56754066,nao_mencionado,True,False,False,False,False,
56753596,nao_mencionado,True,False,False,False,False,
56806708,nao_mencionado,True,False,False,False,False,
56773507,nao_mencionado,True,False,False,False,False,
56771251,nao_mencionado,True,False,False,False,False,
57460634,nao_mencionado,False,False,True,False,True,
56618065,nao_mencionado,False,False,False,False,True,
57391991,nao_mencionado,True,False,True,False,True,
56560318,nao_mencionado,False,False,False,False,False,
56827677,nao_mencionado,False,False,True,False,False,
57303027,nao_mencionado,False,False,False,False,False,
56736974,nao_mencionado,False,False,True,False,True,
56904396,nao_mencionado,False,False,False,False,False,
57246289,nao_mencionado,False,False,False,False,False,
56565693,nao_mencionado,False,False,False,False,False,
57340132,nao_mencionado,False,False,True,False,True,
56685989,nao_mencionado,False,False,False,False,False,
56826499,excelente,False,False,True,False,False,
56836701,nao_mencionado,False,False,False,False,True,
56836637,nao_mencionado,False,False,False,False,True,
57105488,excelente,False,True,False,False,False,
57436991,nao_mencionado,False,False,True,False,True,
56873957,excelente,False,False,True,False,False,
56839067,nao_mencionado,False,False,False,False,True,
57107035,nao_mencionado,True,False,True,False,False,
57436635,nao_mencionado,False,False,True,False,True,
56827531,nao_mencionado,False,False,False,False,False,
57182674,nao_mencionado,False,True,False,False,True,
56756702,nao_mencionado,False,False,False,False,False,
56883868,nao_mencionado,False,False,False,False,True,
56379609,nao_mencionado,False,False,False,False,False,
56379610,nao_mencionado,False,False,False,False,False,
57491576,nao_mencionado,False,False,False,False,False,
57198218,nao_mencionado,False,False,False,False,False,
56809059,excelente,False,True,True,False,True,
56749934,nao_mencionado,False,False,False,False,True,
56820144,nao_mencionado,False,False,False,False,True,
57168219,nao_mencionado,False,False,False,False,False,
57299993,nao_mencionado,False,False,False,False,False,
56897064,excelente,False,True,False,False,True,
56726680,excelente,False,False,False,False,True,
57180671,excelente,False,True,True,False,False,
56348759,nao_mencionado,False,True,False,False,True,
56896716,nao_mencionado,False,True,False,False,True,
56771928,excelente,False,False,True,False,False,
56812746,nao_mencionado,False,False,False,False,True,
56721085,nao_mencionado,False,False,False,False,True,
56089940,nao_mencionado,False,False,False,False,True,
56786465,nao_mencionado,False,False,False,False,False,
56627709,nao_mencionado,False,False,False,False,False,
56900522,excelente,True,False,True,False,True,
56435829,nao_mencionado,False,False,False,False,False,
56900389,excelente,False,True,True,False,True,
56556748,excelente,False,True,True,False,True,
57022021,nao_mencionado,False,False,False,False,False,
56789904,nao_mencionado,False,False,False,False,False,
56587255,excelente,False,False,False,False,False,
56562237,nao_mencionado,False,False,False,False,False,
56457362,nao_mencionado,False,False,False,False,False,
56767620,nao_mencionado,False,False,False,False,False,
56767765,nao_mencionado,False,False,False,False,False,
56767751,nao_mencionado,False,False,False,False,False,
56767702,nao_mencionado,False,False,False,False,False,
56767753,nao_mencionado,False,False,False,False,False,
56767752,nao_mencionado,False,False,False,False,False,
56893526,nao_mencionado,False,True,True,False,True,
56594126,nao_mencionado,False,False,False,False,False,
56384646,nao_mencionado,False,False,False,False,False,
56890022,nao_mencionado,False,False,False,False,False,
56889979,nao_mencionado,False,False,False,False,False,
56889971,nao_mencionado,False,False,False,False,False,
56890030,nao_mencionado,False,False,False,False,False,
56890157,nao_mencionado,False,False,False,False,False,
56890156,nao_mencionado,False,False,False,False,False,
56890055,nao_mencionado,False,False,False,False,False,
57267253,nao_mencionado,False,False,False,False,False,
55750199,excelente,True,False,True,False,False,
56745759,excelente,False,True,True,False,True,
56827489,nao_mencionado,True,False,False,False,False,
56665697,nao_mencionado,False,False,False,False,True,
56689642,excelente,False,True,True,False,True,
57019971,excelente,False,True,True,False,True,
57460196,nao_mencionado,False,False,True,False,False,
57436793,nao_mencionado,False,False,False,False,False,
56718859,nao_mencionado,False,False,False,False,False,
57298575,nao_mencionado,False,False,False,False,False,
56834033,nao_mencionado,False,False,False,False,False,
57298405,nao_mencionado,False,False,False,False,False,
55883454,nao_mencionado,False,False,False,False,False,
56641177,nao_mencionado,False,False,False,False,False,
56921415,nao_mencionado,False,False,False,False,False,
57227461,nao_mencionado,False,True,True,False,False,
56666664,excelente,False,False,False,False,False,
56754827,nao_mencionado,True,False,False,False,False,
56648418,nao_mencionado,True,False,False,False,False,
57228141,nao_mencionado,True,False,False,False,False,
57505801,nao_mencionado,True,False,False,False,False,
56753992,nao_mencionado,True,False,False,False,False,
56754795,nao_mencionado,True,False,False,False,False,
56771278,excelente,True,False,False,False,False,
56753605,nao_mencionado,True,False,False,False,False,
56753176,nao_mencionado,True,False,False,False,False,
56632763,nao_mencionado,False,False,False,False,False,
56804930,nao_mencionado,True,False,True,False,False,
56785395,excelente,False,True,True,False,False,
57298128,excelente,False,True,False,False,False,
56316060,nao_mencionado,True,False,True,False,True,
56669466,excelente,True,False,True,False,False,
56260160,nao_mencionado,False,False,True,False,True,
56585792,nao_mencionado,False,False,False,False,False,
57461403,nao_mencionado,False,True,True,False,True,
57101635,nao_mencionado,False,True,True,False,True,
57362712,nao_mencionado,False,True,True,False,True,
56975242,nao_mencionado,False,False,False,False,False,
57177360,nao_mencionado,False,False,False,False,False,
56617800,nao_mencionado,False,False,False,False,False,
56575332,nao_mencionado,False,False,False,False,False,
56814635,nao_mencionado,False,False,False,False,False,
56554797,nao_mencionado,False,False,False,False,False,
56809274,nao_mencionado,False,False,False,False,False,
57298254,nao_mencionado,False,False,False,False,False,
56834051,nao_mencionado,False,False,False,False,False,
54233315,nao_mencionado,False,False,False,False,False,
57296842,nao_mencionado,False,False,False,False,False,
55746554,nao_mencionado,False,False,False,False,False,
56532476,nao_mencionado,False,False,False,False,False,
56643898,nao_mencionado,False,False,False,False,False,
56543718,excelente,False,True,True,False,True,
56829968,nao_mencionado,True,False,False,False,False,
57234225,excelente,False,False,True,False,False,
56780615,nao_mencionado,False,False,True,False,False,
54251451,nao_mencionado,False,False,True,False,False,
54625537,nao_mencionado,False,False,True,False,False,
56828048,nao_mencionado,False,False,False,False,False,
57302498,excelente,False,True,False,False,True,
57302435,excelente,False,True,False,False,True,
56676525,nao_mencionado,False,False,False,False,False,
56727420,nao_mencionado,False,False,True,False,False,
56962862,nao_mencionado,False,False,True,False,True,
56413096,nao_mencionado,False,False,False,False,False,
56908198,nao_mencionado,False,False,False,False,False,
56908233,nao_mencionado,False,False,False,False,False,
57491709,nao_mencionado,False,False,False,False,False,
57484109,nao_mencionado,False,False,False,False,False,
57487899,nao_mencionado,False,False,False,False,False,
57491641,nao_mencionado,False,False,False,False,False,
57487483,nao_mencionado,False,False,False,False,False,
57040957,nao_mencionado,False,False,False,False,False,
57217081,nao_mencionado,False,False,True,False,True,
56979137,nao_mencionado,False,False,False,False,True,
56559245,nao_mencionado,False,False,False,False,True,
56879418,nao_mencionado,False,False,False,False,True,
56742332,nao_mencionado,False,False,True,False,False,
56808141,nao_mencionado,False,False,False,False,False,
56884000,nao_mencionado,False,False,False,False,False,
56848147,nao_mencionado,False,False,True,False,False,
56552655,nao_mencionado,True,False,True,False,True,
56889980,nao_mencionado,False,False,False,False,False,
57448196,nao_mencionado,False,False,True,False,True,
57354495,nao_mencionado,False,False,True,False,False,
56729691,nao_mencionado,False,False,False,False,True,
56731508,nao_mencionado,False,False,False,False,True,
56729750,nao_mencionado,False,False,False,False,True,
56731716,nao_mencionado,False,False,False,False,False,
56846471,nao_mencionado,False,True,True,False,True,
56440389,nao_mencionado,False,False,False,False,False,
56849584,nao_mencionado,False,False,False,False,False,
56764258,nao_mencionado,False,False,False,False,False,
56593641,nao_mencionado,False,False,False,False,False,
56719667,excelente,False,False,False,False,False,
57392369,nao_mencionado,False,True,False,False,True,
57392365,nao_mencionado,True,False,True,False,True,
57392367,nao_mencionado,True,False,True,False,True,
56872867,nao_mencionado,False,False,False,False,False,
57225132,nao_mencionado,False,False,False,False,False,
56471855,nao_mencionado,False,True,False,False,True,
56729698,nao_mencionado,False,False,False,False,True,
56731514,nao_mencionado,False,False,False,False,True,
56729756,nao_mencionado,False,False,False,False,True,
57457093,excelente,False,True,True,False,False,
57111256,nao_mencionado,True,False,False,False,True,
56722043,nao_mencionado,False,False,False,False,False,
56721838,nao_mencionado,False,False,False,False,False,
56632301,excelente,False,False,False,False,True,
56471752,bom,False,True,False,False,False,
57232170,nao_mencionado,False,False,False,False,False,
56868952,nao_mencionado,False,False,False,False,False,
57101877,excelente,True,False,False,False,False,
56836604,nao_mencionado,False,False,False,False,False,
56907239,excelente,True,False,False,False,False,
56816709,excelente,False,False,True,False,False,
56840938,nao_mencionado,False,False,False,False,True,
56880163,nao_mencionado,False,False,False,False,True,
57183248,nao_mencionado,False,True,False,False,True,
57183245,nao_mencionado,False,True,False,False,True,
56850075,excelente,False,True,False,False,True,
57360434,excelente,False,False,False,False,False,
57491834,nao_mencionado,False,False,False,False,False,
57494483,nao_mencionado,False,False,False,False,False,
56729703,nao_mencionado,False,False,False,False,True,
56731518,nao_mencionado,False,False,False,False,True,
56729758,nao_mencionado,False,False,False,False,True,
56671597,nao_mencionado,True,False,False,False,False,
57348918,nao_mencionado,False,False,False,False,True,
56881048,nao_mencionado,False,False,False,False,True,
57107697,nao_mencionado,False,False,False,False,True,
57114641,nao_mencionado,False,True,False,False,True,
56766212,excelente,False,False,False,False,True,
57158359,nao_mencionado,False,False,False,False,False,
57224324,excelente,True,False,True,False,False,
57280323,nao_mencionado,False,False,False,False,False,
56697462,nao_mencionado,False,False,False,False,False,
56468776,nao_mencionado,False,False,False,False,False,
56803820,nao_mencionado,False,False,False,False,False,
56666299,nao_mencionado,False,False,False,False,False,
56697479,nao_mencionado,False,False,False,False,False,
56937361,nao_mencionado,False,False,False,False,False,
56838768,nao_mencionado,False,False,False,False,False,
56839192,nao_mencionado,False,False,False,False,False,
57320711,nao_mencionado,False,False,False,False,False,
56852504,nao_mencionado,False,False,False,False,False,
57253154,nao_mencionado,False,False,False,False,False,
56937756,nao_mencionado,False,False,False,False,False,
56620964,nao_mencionado,False,False,False,False,False,
56729786,nao_mencionado,False,False,False,False,False,
57252712,nao_mencionado,False,False,False,False,False,
56852536,nao_mencionado,False,False,False,False,False,
56833280,nao_mencionado,False,True,False,False,True,
56596062,nao_mencionado,False,False,False,False,True,
56597850,nao_mencionado,False,False,False,False,True,
56719984,nao_mencionado,False,False,False,False,True,
56719907,nao_mencionado,False,False,False,False,True,
